global_task_id,station_name,local_task_id,data_size_byte,compute_density_FLOPs_per_byte,delay_sensitivity,memory_usage_byte,deadline_second,sampling_rate_Hz,task_type,priority,dependency_task_id
2434,M88,4,1537421.48,4e-06,1.2613,2091707.53,1402.57,200.0,denoising,low,
2435,M88,5,1869590.68,2e-06,2.1645,2190315.33,1216.29,200.0,signal_enhancement,low,2.0
2436,M88,6,2506986.57,3e-06,2.3496,1933426.56,1320.94,200.0,denoising,low,
2437,M88,7,2177545.04,3e-06,1.1545,2922333.14,1227.15,200.0,denoising,low,
2438,M88,8,1639062.93,3e-06,1.9435,2272282.35,1880.52,200.0,signal_enhancement,low,
2439,M88,9,2561153.41,3e-06,1.6729,2362324.63,507.63,200.0,denoising,low,
2440,M94,0,1574294.69,4.4e-05,0.1013,2835004.72,1711.73,200.0,denoising,high,
2441,M94,1,1488216.32,2.6e-05,0.1905,1581577.51,1811.51,200.0,signal_enhancement,medium,
2442,M94,2,2032835.76,5e-05,0.236,1493248.35,1165.52,200.0,denoising,medium,
2443,M94,3,1966176.17,4e-05,0.1373,2057913.35,1497.45,200.0,denoising,high,
2444,M94,4,1678493.09,2.9e-05,0.1897,2966319.32,1472.51,200.0,signal_enhancement,medium,
2445,M94,5,740169.58,4.7e-05,0.1896,2858469.03,1757.51,200.0,denoising,medium,
2446,M94,6,1456770.3,4.3e-05,0.2682,2427799.59,3003.83,200.0,denoising,low,
2447,M94,7,1193478.38,3.5e-05,0.2688,2053498.61,1009.21,200.0,denoising,low,
2448,M94,8,2176027.23,5e-05,0.302,2160993.6,669.15,200.0,signal_enhancement,low,
2449,M94,9,1529338.62,2.8e-05,0.1457,2821884.44,954.17,200.0,signal_enhancement,high,
2450,M90,0,1217126.27,3.1e-05,0.1741,1285678.86,1843.54,200.0,signal_enhancement,medium,
2451,M90,1,1860795.33,3.2e-05,0.0984,2304339.74,2440.72,200.0,denoising,high,
2452,M90,2,1413397.52,5.4e-05,0.2376,2351436.24,1898.46,200.0,signal_enhancement,medium,
2453,M90,3,1136347.91,4.2e-05,0.1658,1644059.01,1788.7,200.0,signal_enhancement,medium,
2454,M90,4,2300585.2,6.4e-05,0.1895,2234179.58,1206.42,200.0,denoising,medium,
2455,M90,5,833269.05,6.4e-05,0.1217,2280449.38,2209.8,200.0,denoising,high,
2456,M90,6,1476497.71,4.8e-05,0.1739,2362709.52,163.38,200.0,denoising,medium,
2457,M90,7,946035.05,2.5e-05,0.2572,992768.96,648.29,200.0,denoising,low,
2458,M90,8,2449963.87,4.5e-05,0.1603,1867934.01,1030.01,200.0,signal_enhancement,medium,
2459,M90,9,918004.88,4.1e-05,0.2011,2248082.38,1239.63,200.0,denoising,medium,
2460,M88,0,1734872.6,6e-06,1.4835,1561844.81,1952.36,200.0,signal_enhancement,low,
2461,M88,1,1808594.66,1.1e-05,2.0681,1461535.38,1868.47,200.0,denoising,low,
2462,M88,2,1001821.97,5e-06,2.0974,2466935.63,1575.07,200.0,signal_enhancement,low,
2463,M88,3,1717790.73,7e-06,1.6021,2731906.38,1384.53,200.0,denoising,low,
2464,M88,4,1747197.9,1e-05,1.5971,1239258.79,1630.12,200.0,signal_enhancement,low,1.0
2465,M88,5,1485624.38,5e-06,2.1756,1908811.75,1979.06,200.0,signal_enhancement,low,
2466,M88,6,2373818.76,5e-06,2.8352,1133615.85,2078.18,200.0,denoising,low,
2467,M88,7,1038749.34,4e-06,0.7894,1923877.82,1261.22,200.0,denoising,low,
2468,M88,8,1620171.29,8e-06,3.1266,2655818.43,1897.65,200.0,denoising,low,
2469,M94,0,1575520.27,1e-06,2.6081,1201287.22,1556.02,200.0,signal_enhancement,low,
2470,M94,1,1390297.26,1e-06,2.0722,2827782.49,696.27,200.0,signal_enhancement,low,
2471,M94,2,1755389.14,1e-06,0.8882,1038486.04,2271.09,200.0,signal_enhancement,low,
2472,M94,3,2156125.2,1e-06,3.0024,1795218.18,1683.17,200.0,signal_enhancement,low,
2473,M94,4,1509901.82,1e-06,1.5452,1576099.49,884.67,200.0,denoising,low,2.0
2474,M94,5,1091759.18,1e-06,2.1721,1006002.8,846.4,200.0,signal_enhancement,low,
2475,M94,6,1121615.52,1e-06,2.1377,1674280.6,1831.08,200.0,denoising,low,
2476,M94,7,2042115.15,1e-06,2.7434,1289016.91,2120.84,200.0,denoising,low,
2477,M94,8,1960976.5,1e-06,2.5037,2723605.09,2284.35,200.0,denoising,low,1.0
2478,M90,0,712653.99,5.1e-05,0.1826,2210568.64,1467.35,200.0,signal_enhancement,medium,
2479,M90,1,947902.65,9e-05,0.1865,1921970.82,1197.92,200.0,denoising,medium,
2480,M90,2,1511603.76,0.0001,0.1338,1287712.1,1352.35,200.0,denoising,high,
2481,M90,3,1366660.94,0.000118,0.1786,2057096.19,1220.25,200.0,signal_enhancement,medium,
2482,M90,4,1755460.28,0.000102,0.1748,1523012.96,545.05,200.0,denoising,medium,
2483,M90,5,1641252.87,0.000134,0.2214,2254853.97,1787.3,200.0,signal_enhancement,medium,
2484,M90,6,750435.07,8.3e-05,0.0779,2186456.39,1824.78,200.0,signal_enhancement,high,
2485,M90,7,921269.26,0.000143,0.1681,1928821.51,1152.49,200.0,signal_enhancement,medium,
2486,M90,8,1246420.95,9.3e-05,0.0576,1290721.8,1740.48,200.0,signal_enhancement,high,
2487,M93,0,2196656.78,7e-06,0.1394,1085382.83,1377.03,200.0,denoising,high,
2488,M93,1,1242875.73,5e-06,0.147,1989567.99,1106.3,200.0,denoising,high,
2489,M93,2,825681.74,5e-06,0.1469,667162.52,1188.13,200.0,denoising,high,
2490,M93,3,1161068.72,6e-06,0.1342,1841226.8,1232.29,200.0,signal_enhancement,high,1.0
2491,M93,4,1720442.51,4e-06,0.1629,1734685.47,381.25,200.0,denoising,medium,
2492,M93,5,1893335.72,4e-06,0.164,2450936.1,1558.51,200.0,denoising,medium,4.0
2493,M93,6,1659446.46,4e-06,0.1985,1895288.07,1381.72,200.0,signal_enhancement,medium,
2494,M93,7,2142080.61,5e-06,0.1769,3054777.66,1009.19,200.0,denoising,medium,
2495,M93,8,1928537.01,7e-06,0.165,2070651.86,1743.75,200.0,signal_enhancement,medium,
2496,M93,0,1593173.92,1e-06,3.2703,1916421.42,1252.45,200.0,signal_enhancement,low,
2497,M93,1,530135.28,3e-06,2.5475,2004449.51,2438.82,200.0,denoising,low,
2498,M93,2,940977.07,3e-06,2.9322,1901829.5,1754.99,200.0,denoising,low,
2499,M93,3,969884.42,2e-06,2.3425,2049066.92,1375.22,200.0,denoising,low,
2500,M93,4,1972361.84,2e-06,3.2473,2791240.55,1838.18,200.0,signal_enhancement,low,
2501,M93,5,1940502.96,3e-06,3.0167,2544820.71,1933.74,200.0,signal_enhancement,low,
2502,M93,6,3025165.53,3e-06,1.7924,1228144.99,1052.7,200.0,signal_enhancement,low,0.0
2503,M93,7,578323.39,2e-06,1.6495,1320807.98,1538.09,200.0,signal_enhancement,low,
2504,M93,8,1738285.86,2e-06,2.0531,2444105.93,749.03,200.0,signal_enhancement,low,
2505,M93,0,1385685.94,8e-06,2.278,1551917.42,1501.96,200.0,signal_enhancement,low,
2506,M93,1,1277287.17,5e-06,2.2835,844660.77,1447.44,200.0,signal_enhancement,low,
2507,M93,2,457022.46,8e-06,2.6687,1999838.09,1556.21,200.0,signal_enhancement,low,
2508,M93,3,1010432.21,1.2e-05,3.1337,999869.84,1209.72,200.0,denoising,low,
2509,M93,4,1481713.8,4e-06,1.9684,1687068.51,1487.4,200.0,signal_enhancement,low,
2510,M93,5,1383654.8,6e-06,2.2492,2212050.55,1471.98,200.0,signal_enhancement,low,1.0
2511,M93,6,1110229.08,1.3e-05,1.5743,2476264.26,956.31,200.0,signal_enhancement,low,
2512,M93,7,1796047.86,8e-06,2.0161,2402391.82,920.88,200.0,denoising,low,
2513,M93,8,1337672.81,1e-05,2.2618,2508019.94,1340.7,200.0,denoising,low,4.0
2514,M93,0,1910541.14,4.7e-05,1.4878,2383158.84,1761.92,200.0,denoising,low,
2515,M93,1,2044221.0,3.6e-05,3.6363,1207346.88,1642.89,200.0,signal_enhancement,low,
2516,M93,2,1771910.69,4.6e-05,1.9529,1056910.34,2489.32,200.0,denoising,low,
2517,M93,3,1911040.06,3.2e-05,4.186,1448756.99,1589.25,200.0,signal_enhancement,low,2.0
2518,M93,4,1384516.18,4e-05,2.2328,2950707.43,2041.78,200.0,denoising,low,
2519,M93,5,2308883.98,4.9e-05,2.6875,2025289.2,1553.64,200.0,signal_enhancement,low,
2520,M93,6,1650538.53,5e-05,4.0339,912966.77,2116.9,200.0,denoising,low,
2521,M93,7,1918533.94,6.6e-05,3.2575,1349443.56,1909.97,200.0,signal_enhancement,low,
2522,M93,8,1579852.96,4.7e-05,2.4323,1529210.11,1413.96,200.0,signal_enhancement,low,
2523,M90,0,1127957.84,2.3e-05,0.3941,2216224.41,1558.37,200.0,denoising,low,
2524,M90,1,1512819.58,1.9e-05,0.3717,1217394.19,1273.9,200.0,denoising,low,
2525,M90,2,1068257.33,1.2e-05,0.2429,2286405.62,1433.84,200.0,denoising,medium,
2526,M90,3,914687.77,3.4e-05,0.236,3037123.02,1082.84,200.0,signal_enhancement,medium,
2527,M90,4,1907850.51,1.8e-05,0.3943,2980790.17,1629.96,200.0,denoising,low,
2528,M90,5,1104386.27,1.3e-05,0.505,2102813.87,1246.6,200.0,denoising,low,
2529,M90,6,1181751.32,2.4e-05,0.2869,974943.95,2222.66,200.0,signal_enhancement,low,
2530,M90,7,2021299.62,1.3e-05,0.3674,1850622.7,865.71,200.0,signal_enhancement,low,
2531,M90,8,2342642.42,2e-05,0.3092,2812932.24,1453.89,200.0,signal_enhancement,low,
2532,M88,0,2066338.13,2.6e-05,0.4768,2414810.3,1307.19,200.0,denoising,low,
2533,M88,1,1099725.57,3.9e-05,0.4943,1608096.1,2087.99,200.0,denoising,low,
2534,M88,2,1821410.88,1.9e-05,0.2076,2878913.19,2149.98,200.0,signal_enhancement,medium,
2535,M88,3,1025938.54,4.5e-05,0.1992,1855797.78,2967.91,200.0,denoising,medium,
2536,M88,4,2366263.59,4.4e-05,0.3827,2781162.03,2525.88,200.0,signal_enhancement,low,
2537,M88,5,771016.66,3.1e-05,0.462,2480542.64,1259.74,200.0,signal_enhancement,low,
2538,M88,6,1322514.07,4.4e-05,0.5479,798171.21,1500.77,200.0,signal_enhancement,low,
2539,M88,7,673819.74,2.8e-05,0.3841,1743372.89,1360.74,200.0,denoising,low,
2540,M88,8,878813.56,2.7e-05,0.304,1512119.87,2118.53,200.0,denoising,low,
2541,M94,0,1865431.38,3.6e-05,0.0417,1581834.59,1328.32,200.0,denoising,high,
2542,M94,1,2542744.24,2.1e-05,0.0424,1549156.36,939.48,200.0,denoising,high,
2543,M94,2,853490.63,3.2e-05,0.0811,2001735.28,2262.46,200.0,denoising,high,
2544,M94,3,1283750.56,4.2e-05,0.0425,1667762.17,2897.67,200.0,signal_enhancement,high,
2545,M94,4,1525326.55,3.4e-05,0.0407,2829342.93,1135.36,200.0,denoising,high,
2546,M94,5,1611967.76,2.8e-05,0.0261,1649323.7,1805.29,200.0,signal_enhancement,high,1.0
2547,M94,6,1779526.79,3.8e-05,0.0413,2917347.54,2058.62,200.0,signal_enhancement,high,5.0
2548,M94,7,1663030.16,2.8e-05,0.0442,2100023.05,1550.04,200.0,signal_enhancement,high,
2549,M94,8,2119899.94,4.3e-05,0.0628,1514053.55,1688.19,200.0,denoising,high,2.0
2550,M94,0,1069349.55,6.1e-05,2.1038,1862000.14,1551.75,200.0,signal_enhancement,low,
2551,M94,1,1376196.32,5.6e-05,2.9446,1521411.39,1835.25,200.0,denoising,low,
2552,M94,2,1014169.2,3e-05,2.2758,2673767.55,735.46,200.0,denoising,low,
2553,M94,3,1303741.14,5.6e-05,1.9232,2713986.24,1941.54,200.0,signal_enhancement,low,
2554,M94,4,2214162.03,6.2e-05,1.447,1862162.79,1227.93,200.0,signal_enhancement,low,
2555,M94,5,2693900.41,3.9e-05,3.3784,2875246.84,1952.85,200.0,denoising,low,
2556,M94,6,1602909.34,4.3e-05,1.1758,1223446.36,861.76,200.0,denoising,low,5.0
2557,M94,7,2426800.57,9.8e-05,1.9473,1130650.1,963.28,200.0,denoising,low,3.0
2558,M94,8,2182799.42,6.5e-05,2.4319,1576879.59,1437.87,200.0,signal_enhancement,low,
2559,M94,0,1230935.56,1.8e-05,1.9412,1801446.28,1320.86,200.0,denoising,low,
2560,M94,1,783631.73,7e-06,3.6543,2567159.58,2405.49,200.0,denoising,low,
2561,M94,2,2094317.43,4e-06,2.6121,2034233.11,2170.74,200.0,signal_enhancement,low,
2562,M94,3,1169278.94,7e-06,2.3987,1541467.97,2220.1,200.0,signal_enhancement,low,
2563,M94,4,1926088.18,1.3e-05,1.0964,2486843.48,898.06,200.0,signal_enhancement,low,3.0
2564,M94,5,1034124.95,1.4e-05,3.2459,2278140.76,1127.17,200.0,denoising,low,
2565,M94,6,506973.59,9e-06,2.1095,2285324.58,1825.61,200.0,signal_enhancement,low,
2566,M94,7,1427426.44,1.1e-05,3.4015,926370.92,1610.52,200.0,signal_enhancement,low,
2567,M94,8,1288196.12,9e-06,2.0691,1748793.01,1811.69,200.0,denoising,low,
2568,M93,0,1594355.07,3.8e-05,1.3745,2137106.63,1973.95,200.0,signal_enhancement,low,
2569,M93,1,1902826.93,0.000101,2.3398,1245236.98,1912.73,200.0,denoising,low,
2570,M93,2,1885625.57,8.6e-05,3.3187,2222014.61,638.07,200.0,signal_enhancement,low,
2571,M93,3,1707355.24,6.3e-05,3.5363,1516090.13,1063.92,200.0,signal_enhancement,low,
2572,M93,4,1087070.63,7.8e-05,1.5395,1600434.4,1026.8,200.0,denoising,low,
2573,M93,5,1268017.68,6.7e-05,1.0444,2122399.36,2255.57,200.0,denoising,low,
2574,M93,6,1058105.83,6.5e-05,2.791,1372693.95,1284.77,200.0,signal_enhancement,low,
2575,M93,7,1321066.97,3.8e-05,2.4584,2820136.3,1894.84,200.0,denoising,low,
2576,M93,8,983869.88,8.6e-05,2.9921,1543458.37,1915.02,200.0,denoising,low,
2577,M93,0,1645432.55,0.000117,2.171,2791054.42,1363.96,200.0,denoising,low,
2578,M93,1,1156823.97,9e-05,1.5803,3130199.49,1834.22,200.0,signal_enhancement,low,
2579,M93,2,2109416.68,0.000153,2.7126,2674963.21,1426.53,200.0,denoising,low,
2580,M93,3,1153553.87,0.000102,1.5469,1654663.18,1708.61,200.0,denoising,low,
2581,M93,4,1575991.46,8.8e-05,2.5278,2031875.91,936.18,200.0,denoising,low,
2582,M93,5,1827376.49,0.000131,1.9215,2040987.9,1204.4,200.0,signal_enhancement,low,
2583,M93,6,912699.35,8.8e-05,1.586,1979156.44,1648.96,200.0,denoising,low,
2584,M93,7,1373235.1,0.000165,2.4279,1209269.56,863.11,200.0,denoising,low,
2585,M93,8,1056760.23,6.3e-05,1.8203,1797280.0,1682.27,200.0,signal_enhancement,low,
2586,M93,0,1937860.65,7.8e-05,1.3726,1498150.4,1598.08,200.0,denoising,low,
2587,M93,1,1133420.27,9.9e-05,1.6624,1560789.08,2200.89,200.0,signal_enhancement,low,
2588,M93,2,1244479.87,6.6e-05,0.3636,1329582.68,1953.68,200.0,denoising,low,1.0
2589,M93,3,1013988.1,8.6e-05,1.2733,2645292.21,1235.04,200.0,signal_enhancement,low,
2590,M93,4,1418253.34,4.8e-05,1.0186,2162318.38,1191.5,200.0,denoising,low,
2591,M93,5,1348910.1,6.5e-05,1.6541,1538413.79,1724.47,200.0,signal_enhancement,low,3.0
2592,M93,6,1689417.99,6.4e-05,1.0687,2305262.83,1037.41,200.0,signal_enhancement,low,
2593,M93,7,1522398.09,4.1e-05,1.0086,2317294.64,1196.55,200.0,signal_enhancement,low,
2594,M93,8,1822864.37,9.2e-05,0.7787,2010098.02,1977.54,200.0,signal_enhancement,low,
2595,M94,0,1073656.25,3e-06,3.2947,2220000.58,820.75,200.0,signal_enhancement,low,
2596,M94,1,1571780.56,4e-06,2.5175,886708.92,1220.74,200.0,denoising,low,
2597,M94,2,1852997.07,5e-06,2.6312,1952429.43,1586.04,200.0,signal_enhancement,low,
2598,M94,3,1696905.92,3e-06,1.281,2233241.04,681.78,200.0,denoising,low,
2599,M94,4,1920916.62,4e-06,2.6425,2281016.52,1405.32,200.0,signal_enhancement,low,
2600,M94,5,1161339.04,6e-06,2.4369,1528002.35,1781.73,200.0,denoising,low,4.0
2601,M94,6,2492056.66,5e-06,1.1324,1900023.96,1236.71,200.0,signal_enhancement,low,2.0
2602,M94,7,2111713.75,4e-06,2.2107,1759111.78,2063.95,200.0,signal_enhancement,low,
2603,M94,8,1322513.66,5e-06,2.1568,1062193.37,1445.95,200.0,denoising,low,
2604,M88,0,1331183.94,4.1e-05,0.0305,2624950.18,1061.74,200.0,denoising,high,
2605,M88,1,1951788.98,5.3e-05,0.0518,993529.55,1501.26,200.0,denoising,high,
2606,M88,2,1730346.78,4.4e-05,0.079,2061835.55,1613.14,200.0,signal_enhancement,high,
2607,M88,3,2017602.83,4.1e-05,0.0938,1834921.96,1128.87,200.0,signal_enhancement,high,
2608,M88,4,1977906.95,2.5e-05,0.094,682317.96,1469.55,200.0,signal_enhancement,high,
2609,M88,5,1520714.13,3.5e-05,0.0497,524939.65,816.45,200.0,signal_enhancement,high,
2610,M88,6,1587500.76,4.2e-05,0.0563,1630959.48,1177.44,200.0,denoising,high,
2611,M88,7,1739583.1,3.4e-05,0.0621,1372962.19,639.82,200.0,denoising,high,
2612,M88,8,923251.8,5.1e-05,0.061,1404770.82,1685.18,200.0,signal_enhancement,high,
2613,M90,0,2294834.8,4.2e-05,2.0115,2131219.11,1762.02,200.0,denoising,low,
2614,M90,1,1463412.09,5.1e-05,2.2347,1369583.47,1975.28,200.0,signal_enhancement,low,
2615,M90,2,1756219.64,5.6e-05,2.2828,2382743.86,747.71,200.0,signal_enhancement,low,
2616,M90,3,1183947.35,5.7e-05,2.2716,1220156.48,1015.68,200.0,signal_enhancement,low,
2617,M90,4,506082.18,6.2e-05,2.7643,1796472.17,1793.81,200.0,denoising,low,2.0
2618,M90,5,1204045.11,5.2e-05,3.4165,1795865.5,1752.87,200.0,signal_enhancement,low,
2619,M90,6,1157239.29,4.6e-05,0.9418,1914825.67,1952.0,200.0,signal_enhancement,low,
2620,M90,7,1431390.48,4.8e-05,1.5245,1832246.49,414.65,200.0,denoising,low,
2621,M90,8,1220174.56,5.5e-05,0.8921,2315318.17,1460.16,200.0,denoising,low,
2622,M94,0,1568466.02,4.4e-05,0.8076,2096608.27,1707.84,200.0,denoising,low,
2623,M94,1,1048540.42,1.9e-05,0.9223,1333184.65,1334.22,200.0,denoising,low,0.0
2624,M94,2,2999423.95,7.4e-05,0.3246,2050109.72,2363.46,200.0,signal_enhancement,low,
2625,M94,3,2710924.52,5.2e-05,1.2146,2109574.81,1491.82,200.0,denoising,low,
2626,M94,4,1445643.77,6e-05,0.8233,2795343.42,1298.1,200.0,signal_enhancement,low,
2627,M94,5,1257340.31,4.2e-05,1.1826,2639358.35,1671.44,200.0,denoising,low,
2628,M94,6,1403254.27,5.9e-05,1.1137,2002910.63,2178.32,200.0,signal_enhancement,low,
2629,M94,7,1006484.52,6.9e-05,0.7033,2434657.09,2322.15,200.0,signal_enhancement,low,
2630,M94,8,1201663.89,8.2e-05,1.0689,2939678.07,1911.37,200.0,denoising,low,
2631,M94,0,2125045.22,0.000775,2.6339,2857858.58,1080.44,200.0,signal_enhancement,low,
2632,M94,1,1472859.97,0.000285,2.7305,2852592.43,1879.86,200.0,denoising,low,
2633,M94,2,1427216.69,0.00068,2.3606,3016795.56,1098.37,200.0,denoising,low,
2634,M94,3,1616455.35,0.000751,0.7982,1802493.32,1586.88,200.0,denoising,low,
2635,M94,4,1486421.36,0.000584,2.8261,1926317.95,1496.2,200.0,signal_enhancement,low,
2636,M94,5,1473875.73,0.000776,0.9666,2215685.64,1425.76,200.0,denoising,low,
2637,M94,6,1278503.58,0.00059,1.8028,1528785.59,570.64,200.0,denoising,low,
2638,M94,7,1536816.61,0.000832,1.5505,2601851.8,1540.43,200.0,signal_enhancement,low,
2639,M94,8,1935161.67,0.000569,1.1319,1731755.86,1838.2,200.0,signal_enhancement,low,
2640,M94,0,1645009.7,0.000186,2.516,1491053.02,1977.38,200.0,denoising,low,
2641,M94,1,1555381.37,0.000202,1.3823,1206934.64,1482.59,200.0,signal_enhancement,low,
2642,M94,2,1768238.26,0.000101,1.4003,1377514.52,2207.37,200.0,signal_enhancement,low,
2643,M94,3,1637160.12,0.000245,0.9713,1360612.56,1363.6,200.0,signal_enhancement,low,
2644,M94,4,1351899.1,0.000298,0.7878,2721245.63,1920.31,200.0,denoising,low,
2645,M94,5,1193379.98,9.6e-05,2.4499,1648763.19,1530.08,200.0,denoising,low,
2646,M94,6,2678051.3,0.000151,0.9366,3276098.05,1046.71,200.0,signal_enhancement,low,
2647,M94,7,2807893.67,0.000181,2.005,1789012.87,1391.46,200.0,signal_enhancement,low,
2648,M94,8,2278520.71,0.00022,1.3106,1936028.28,2152.64,200.0,signal_enhancement,low,
2649,M88,0,1873796.73,2.8e-05,0.8485,1475591.86,947.34,200.0,signal_enhancement,low,
2650,M88,1,1306352.98,2.3e-05,1.3388,1850973.12,2050.93,200.0,signal_enhancement,low,
2651,M88,2,1610017.69,3.6e-05,0.9809,2212388.46,1570.86,200.0,signal_enhancement,low,
2652,M88,3,2000823.18,3.3e-05,0.9228,2166691.52,1735.7,200.0,denoising,low,
2653,M88,4,2210171.12,4.8e-05,0.9644,1561018.53,1530.35,200.0,denoising,low,2.0
2654,M88,5,1392669.1,2.3e-05,1.0205,2336943.52,1622.47,200.0,denoising,low,
2655,M88,6,476099.4,3.3e-05,1.0384,2298395.66,1887.75,200.0,denoising,low,
2656,M88,7,1461076.31,2.9e-05,1.2208,2081233.75,1399.19,200.0,signal_enhancement,low,0.0
2657,M88,8,2482394.26,4.3e-05,1.6252,2336021.67,2404.21,200.0,signal_enhancement,low,
2658,M90,0,2194985.17,2.7e-05,0.1207,1990172.67,1856.59,200.0,denoising,high,
2659,M90,1,2084527.92,4.1e-05,0.1889,2634210.77,2179.16,200.0,signal_enhancement,medium,
2660,M90,2,2064537.56,3.8e-05,0.1836,1607982.75,1828.54,200.0,signal_enhancement,medium,
2661,M90,3,1974916.61,5.2e-05,0.2443,2638528.69,726.55,200.0,signal_enhancement,medium,
2662,M90,4,1505748.15,2.2e-05,0.2618,2042717.95,935.98,200.0,denoising,low,
2663,M90,5,1194103.16,4.2e-05,0.2614,2127275.38,522.0,200.0,signal_enhancement,low,
2664,M90,6,1495452.88,5.3e-05,0.1748,1446986.61,2584.31,200.0,denoising,medium,
2665,M90,7,1507001.19,2.9e-05,0.2039,3225646.98,2096.82,200.0,signal_enhancement,medium,
2666,M90,8,1518143.62,2.2e-05,0.2009,2615159.91,2176.41,200.0,denoising,medium,
2667,M93,0,1395209.2,2.6e-05,1.1878,3096749.63,1348.89,200.0,denoising,low,
2668,M93,1,2150383.46,5e-06,1.7513,2548085.79,1798.67,200.0,denoising,low,
2669,M93,2,2588770.08,2.5e-05,2.1645,1589755.88,2052.46,200.0,denoising,low,
2670,M93,3,1864426.26,3.1e-05,1.2211,2174726.44,1332.29,200.0,signal_enhancement,low,
2671,M93,4,1583941.33,0.0,2.4504,966950.96,1737.91,200.0,denoising,low,
2672,M93,5,1691596.45,1.1e-05,1.9099,1126959.7,2300.82,200.0,denoising,low,
2673,M93,6,1796711.63,1.6e-05,3.3789,1594316.32,1402.07,200.0,signal_enhancement,low,
2674,M93,7,532794.27,2.2e-05,1.2352,2687694.3,1684.52,200.0,denoising,low,
2675,M93,8,2457495.3,1.7e-05,2.9994,3355708.14,1603.66,200.0,signal_enhancement,low,
2676,M88,0,2097549.46,7.2e-05,2.9974,2584412.49,2063.89,200.0,denoising,low,
2677,M88,1,884474.38,5.6e-05,1.3659,1899585.65,1527.49,200.0,denoising,low,
2678,M88,2,1324756.22,9e-05,1.5395,674006.22,1647.05,200.0,signal_enhancement,low,
2679,M88,3,1184734.47,2.5e-05,1.7725,1562294.84,1314.75,200.0,denoising,low,
2680,M88,4,1094638.38,0.000109,2.3017,1622731.63,2289.81,200.0,signal_enhancement,low,
2681,M88,5,1765022.93,7e-05,2.1852,1945616.52,1942.37,200.0,denoising,low,
2682,M88,6,1761010.53,6.8e-05,2.0163,1318566.62,1832.0,200.0,signal_enhancement,low,
2683,M88,7,2230603.77,7.5e-05,2.3363,2586455.33,1211.55,200.0,denoising,low,
2684,M88,8,1230649.76,6.9e-05,1.2136,1729419.79,1583.17,200.0,signal_enhancement,low,
2685,M88,0,2195692.84,9.8e-05,1.7844,3062317.75,1724.44,200.0,denoising,low,
2686,M88,1,1857083.0,0.000166,1.5849,2787095.36,1734.1,200.0,signal_enhancement,low,0.0
2687,M88,2,2707315.75,0.000105,1.8429,2052688.68,1829.34,200.0,denoising,low,
2688,M88,3,2291408.33,0.000122,1.8822,1567806.06,1796.41,200.0,signal_enhancement,low,1.0
2689,M88,4,1313322.38,8.8e-05,0.6114,1442610.77,1909.44,200.0,signal_enhancement,low,2.0
2690,M88,5,1376643.03,9.8e-05,1.9254,2357108.05,1804.22,200.0,signal_enhancement,low,2.0
2691,M88,6,2702470.66,0.000152,1.3154,2111092.1,1614.07,200.0,signal_enhancement,low,
2692,M88,7,1624758.68,6.6e-05,1.0845,1710917.37,1854.02,200.0,denoising,low,
2693,M88,8,1322397.39,8.1e-05,2.2005,1300729.65,1539.78,200.0,signal_enhancement,low,
2694,M88,0,1262945.92,7.9e-05,0.9238,2191317.66,1788.29,200.0,signal_enhancement,low,
2695,M88,1,2311706.59,0.000155,1.508,1876497.04,1846.45,200.0,signal_enhancement,low,
2696,M88,2,1635924.03,0.000106,0.8741,989726.66,1251.68,200.0,denoising,low,0.0
2697,M88,3,2024049.01,0.000115,1.3488,1395355.48,2597.04,200.0,denoising,low,
2698,M88,4,2244009.97,4.6e-05,1.06,2246208.15,1422.36,200.0,signal_enhancement,low,
2699,M88,5,2002982.44,8.4e-05,1.0726,2160764.82,2492.39,200.0,denoising,low,
2700,M88,6,1902172.51,5.7e-05,1.1268,1560814.98,2101.32,200.0,denoising,low,
2701,M88,7,1939599.44,0.000105,1.1327,940073.52,1445.97,200.0,denoising,low,
2702,M88,8,1850848.4,0.000111,0.5214,2340553.11,1968.69,200.0,signal_enhancement,low,
2703,M90,0,2106018.07,8e-06,1.4547,2355903.45,1909.0,200.0,signal_enhancement,low,
2704,M90,1,1786189.44,4e-06,0.97,2218136.41,1421.62,200.0,signal_enhancement,low,
2705,M90,2,2000347.66,6e-06,1.4594,1916614.85,2378.58,200.0,denoising,low,
2706,M90,3,1315804.42,8e-06,1.2847,2093903.39,1314.94,200.0,signal_enhancement,low,1.0
2707,M90,4,1268266.35,3e-06,1.145,1936153.67,2518.14,200.0,denoising,low,
2708,M90,5,1809897.25,3e-06,0.8999,2211145.78,1452.4,200.0,signal_enhancement,low,
2709,M90,6,1346845.43,9e-06,0.8323,2473622.56,1706.38,200.0,denoising,low,
2710,M90,7,1171744.96,9e-06,1.562,1659689.3,1732.23,200.0,denoising,low,
2711,M90,8,1525185.84,1.1e-05,1.5392,2025746.75,1632.17,200.0,signal_enhancement,low,
2712,M93,0,1502342.85,1.2e-05,1.5563,1962341.45,1915.74,200.0,signal_enhancement,low,
2713,M93,1,1193665.93,2.6e-05,0.9581,2371072.54,1874.86,200.0,denoising,low,
2714,M93,2,1403621.01,2.3e-05,1.3611,2000294.49,1448.34,200.0,signal_enhancement,low,
2715,M93,3,1996657.13,3e-05,2.3385,1471526.1,2358.51,200.0,denoising,low,
